respondent,uniqueId,choice,choiceNumber,tripLength,av_Walking,av_PrivateCar,av_PublicTransport,av_PrivateBike,av_CarSharing,av_BikeSharing,av_EScooterSharing,AccessEgressTime_Walking,TravelTime_Walking,SearchParking_Walking,TravelCost_Walking,ParkingCost_Walking,Availability_Walking,AccessEgressTime_PrivateCar,TravelTime_PrivateCar,SearchParking_PrivateCar,TravelCost_PrivateCar,ParkingCost_PrivateCar,Availability_PrivateCar,AccessEgressTime_PublicTransport,TravelTime_PublicTransport,SearchParking_PublicTransport,TravelCost_PublicTransport,ParkingCost_PublicTransport,Availability_PublicTransport,AccessEgressTime_PrivateBike,TravelTime_PrivateBike,SearchParking_PrivateBike,TravelCost_PrivateBike,ParkingCost_PrivateBike,Availability_PrivateBike,AccessEgressTime_CarSharing,TravelTime_CarSharing,SearchParking_CarSharing,TravelCost_CarSharing,ParkingCost_CarSharing,Availability_CarSharing,AccessEgressTime_BikeSharing,TravelTime_BikeSharing,SearchParking_BikeSharing,TravelCost_BikeSharing,ParkingCost_BikeSharing,Availability_BikeSharing,AccessEgressTime_EScooterSharing,TravelTime_EScooterSharing,SearchParking_EScooterSharing,TravelCost_EScooterSharing,ParkingCost_EScooterSharing,Availability_EScooterSharing
176,1816,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,1,45,10,3,5,-1,1,55,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,45,0,9.5,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
176,1817,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,1,45,5,5,0,-1,1,65,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,45,0,9.5,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
176,1818,Car-sharing,5,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,5,45,5,4,1,-1,1,75,-1,5.5,-1,-1,-1,-1,-1,-1,-1,-1,1,45,0,16,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
176,1819,Public Transport,3,5,0,1,1,1,0,0,1,-1,-1,-1,-1,-1,-1,15,15,5,1,1,-1,5,20,-1,3.5,-1,-1,2,25,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,25,1,9.5,-1,100
176,1820,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,20,55,5,5,1,-1,5,65,-1,5.5,-1,-1,-1,-1,-1,-1,-1,-1,10,55,1,9.5,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
176,1821,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,10,45,1,5,5,-1,5,65,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,55,1,9.5,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
176,1822,Private Bike,4,0.5,1,1,0,1,0,1,0,-1,7,-1,-1,-1,-1,5,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,0,0.1,-1,100,-1,-1,-1,-1,-1,-1
176,1823,Private Bike,4,1,1,1,1,1,0,0,1,-1,10,-1,-1,-1,-1,10,4,1,1,0,-1,5,6,-1,1,-1,-1,0,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,2.5,-1,100
176,1824,Private Bike,4,0.5,1,1,0,1,0,1,0,-1,6,-1,-1,-1,-1,10,3,1,0.5,1,-1,-1,-1,-1,-1,-1,-1,0,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,0,0.2,-1,50,-1,-1,-1,-1,-1,-1
176,1825,Private Bike,4,3.5,1,1,0,1,0,1,0,-1,40,-1,-1,-1,-1,5,10,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,12,0,1.5,-1,50,-1,-1,-1,-1,-1,-1
176,1826,Private Bike,4,7,0,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,5,30,1,3,5,-1,-1,-1,-1,-1,-1,-1,0,30,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,30,0,2,-1,100,-1,-1,-1,-1,-1,-1
176,1827,Private Bike,4,7,0,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,1,25,10,3,1,-1,-1,-1,-1,-1,-1,-1,0,30,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,30,0,2,-1,50,-1,-1,-1,-1,-1,-1
176,1828,Bike-sharing,8,1,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
176,1829,E-scooter-sharing,8,1.5,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
176,1830,E-scooter-sharing,8,1.5,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
179,1831,Private Car,2,5,0,1,1,1,0,0,1,-1,-1,-1,-1,-1,-1,1,20,10,1,0,-1,1,25,-1,3.5,-1,-1,2,25,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,35,0,5.5,-1,100
179,1832,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,5,45,1,5,1,-1,1,65,-1,3.5,-1,-1,-1,-1,-1,-1,-1,-1,1,45,0,16,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
179,1833,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,1,65,5,4,1,-1,5,75,-1,3.5,-1,-1,-1,-1,-1,-1,-1,-1,5,65,0,16,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
179,1834,Public Transport,3,5,0,1,1,1,0,1,0,-1,-1,-1,-1,-1,-1,10,20,1,1.5,1,-1,1,30,-1,1,-1,-1,0,25,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,20,0,2,-1,50,-1,-1,-1,-1,-1,-1
179,1835,Public Transport,3,5,0,1,1,1,0,0,1,-1,-1,-1,-1,-1,-1,10,20,5,1.5,1,-1,10,25,-1,1,-1,-1,2,25,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,25,1,7.5,-1,50
179,1836,Private Car,2,5,0,1,1,1,0,0,1,-1,-1,-1,-1,-1,-1,20,10,5,0.5,5,-1,1,20,-1,3.5,-1,-1,2,20,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,25,0,5.5,-1,50
179,1837,Bike-sharing,8,1,1,1,1,1,0,1,0,-1,12,-1,-1,-1,-1,10,3,1,0.2,1,-1,5,4,-1,0,-1,-1,0,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,0.6,-1,50,-1,-1,-1,-1,-1,-1
179,1838,E-scooter-sharing,8,1,1,1,1,1,0,0,1,-1,14,-1,-1,-1,-1,5,5,5,2,0,-1,5,5,-1,2,-1,-1,0,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,1.5,-1,100
179,1839,Private Car,2,1,1,1,1,1,0,0,1,-1,10,-1,-1,-1,-1,5,3,5,2,5,-1,2,4,-1,2,-1,-1,0,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,2,-1,50
179,1840,Private Car,2,3.5,1,1,0,1,0,1,0,-1,45,-1,-1,-1,-1,10,15,5,1.5,0,-1,-1,-1,-1,-1,-1,-1,0,15,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,15,0,0.5,-1,100,-1,-1,-1,-1,-1,-1
179,1841,Bike-sharing,8,7,0,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,10,30,1,2,5,-1,-1,-1,-1,-1,-1,-1,0,20,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,20,0,1.5,-1,100,-1,-1,-1,-1,-1,-1
179,1842,Private Car,2,3.5,1,1,0,1,0,1,0,-1,45,-1,-1,-1,-1,1,12,1,1.5,5,-1,-1,-1,-1,-1,-1,-1,0,15,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,15,0,0.5,-1,100,-1,-1,-1,-1,-1,-1
179,1843,Walking,1,1,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
179,1844,Walking,1,1,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
179,1845,Bike-sharing,8,1.5,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
181,1846,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,5,45,1,5,1,-1,1,65,-1,3.5,-1,-1,-1,-1,-1,-1,-1,-1,1,45,0,16,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
181,1847,Car-sharing,5,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,1,45,5,5,0,-1,1,65,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,45,0,9.5,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
181,1848,Private Car,2,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,5,65,5,4,1,-1,5,65,-1,5.5,-1,-1,-1,-1,-1,-1,-1,-1,5,60,0,16,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
181,1849,Private Car,2,5,0,1,1,1,0,1,0,-1,-1,-1,-1,-1,-1,20,15,10,1.5,0,-1,1,30,-1,1,-1,-1,0,15,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,15,1,2.5,-1,10,-1,-1,-1,-1,-1,-1
181,1850,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,15,45,5,3,5,-1,10,65,-1,3.5,-1,-1,-1,-1,-1,-1,-1,-1,1,55,5,16,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
181,1851,Public Transport,3,5,0,1,1,1,0,0,1,-1,-1,-1,-1,-1,-1,20,10,5,0.5,5,-1,1,20,-1,3.5,-1,-1,2,20,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,25,0,5.5,-1,50
181,1852,Private Car,2,1,1,1,1,1,0,1,0,-1,14,-1,-1,-1,-1,5,4,1,0.2,1,-1,2,5,-1,2,-1,-1,0,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,0,0.6,-1,50,-1,-1,-1,-1,-1,-1
181,1853,Walking,1,1,1,1,1,1,0,0,1,-1,12,-1,-1,-1,-1,10,3,10,0.2,0,-1,2,5,-1,1,-1,-1,0,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,6,0,2,-1,100
181,1854,Walking,1,1,1,1,1,1,0,1,0,-1,12,-1,-1,-1,-1,10,3,1,0.2,1,-1,5,4,-1,0,-1,-1,0,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,0.6,-1,50,-1,-1,-1,-1,-1,-1
181,1855,Private Car,2,3.5,1,1,0,1,0,1,0,-1,35,-1,-1,-1,-1,5,10,10,1.5,1,-1,-1,-1,-1,-1,-1,-1,0,10,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,10,0,1.5,-1,50,-1,-1,-1,-1,-1,-1
181,1856,Bike-sharing,8,7,0,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,1,30,5,2,0,-1,-1,-1,-1,-1,-1,-1,0,30,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,30,0,2,-1,100,-1,-1,-1,-1,-1,-1
181,1857,Bike-sharing,8,3.5,1,1,0,1,0,1,0,-1,40,-1,-1,-1,-1,1,15,10,1,1,-1,-1,-1,-1,-1,-1,-1,0,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,12,0,1.5,-1,100,-1,-1,-1,-1,-1,-1
181,1858,Walking,1,0.5,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
181,1859,Private Bike,4,1.5,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
181,1860,Bike-sharing,8,0.5,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,1861,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,1,45,5,4,1,-1,1,65,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,65,0,16,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,1862,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,1,45,10,5,5,-1,10,55,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,10,55,0,16,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,1863,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,1,55,5,4,1,-1,10,75,-1,3.5,-1,-1,-1,-1,-1,-1,-1,-1,10,65,0,9.5,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,1864,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,15,65,1,5,5,-1,10,65,-1,3.5,-1,-1,-1,-1,-1,-1,-1,-1,10,55,10,9.5,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,1865,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,15,45,5,3,5,-1,10,65,-1,3.5,-1,-1,-1,-1,-1,-1,-1,-1,1,55,5,16,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,1866,Public Transport,3,5,0,1,1,1,0,1,0,-1,-1,-1,-1,-1,-1,15,10,1,1.5,5,-1,5,30,-1,1,-1,-1,2,25,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,20,0,1.5,-1,50,-1,-1,-1,-1,-1,-1
182,1867,Public Transport,3,1,1,1,1,1,0,1,0,-1,14,-1,-1,-1,-1,10,5,1,0.2,5,-1,2,4,-1,0,-1,-1,0,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,0,0.4,-1,50,-1,-1,-1,-1,-1,-1
182,1868,Public Transport,3,1,1,1,1,1,0,0,1,-1,14,-1,-1,-1,-1,5,5,5,2,0,-1,5,5,-1,2,-1,-1,0,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,1.5,-1,100
182,1869,Public Transport,3,1,1,1,1,1,0,0,1,-1,10,-1,-1,-1,-1,5,3,5,2,5,-1,2,4,-1,2,-1,-1,0,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,2,-1,50
182,1870,None,9,7,0,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,5,25,10,3,0,-1,-1,-1,-1,-1,-1,-1,0,20,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,20,0,2,-1,50,-1,-1,-1,-1,-1,-1
182,1871,None,9,7,0,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,1,30,10,3,5,-1,-1,-1,-1,-1,-1,-1,0,25,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,25,0,2.5,-1,100,-1,-1,-1,-1,-1,-1
182,1872,None,9,3.5,1,1,0,1,0,1,0,-1,40,-1,-1,-1,-1,5,15,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,15,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,15,0,1.5,-1,100,-1,-1,-1,-1,-1,-1
182,1873,Walking,1,1,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,1874,Walking,1,1.5,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,1875,Walking,1,1.5,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,1876,Public Transport,3,5,0,1,1,1,0,1,0,-1,-1,-1,-1,-1,-1,5,15,1,1,0,-1,5,25,-1,1,-1,-1,2,20,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,25,0,1.5,-1,100,-1,-1,-1,-1,-1,-1
183,1877,Public Transport,3,5,0,1,1,1,0,1,0,-1,-1,-1,-1,-1,-1,5,10,10,0.5,1,-1,10,30,-1,1,-1,-1,2,25,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,25,0,2,-1,100,-1,-1,-1,-1,-1,-1
183,1878,Public Transport,3,5,0,1,1,1,0,1,0,-1,-1,-1,-1,-1,-1,5,20,1,1,0,-1,1,25,-1,3.5,-1,-1,0,25,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,20,0,2,-1,100,-1,-1,-1,-1,-1,-1
183,1879,Private Bike,4,5,0,1,1,1,0,1,0,-1,-1,-1,-1,-1,-1,10,20,10,0.5,0,-1,5,30,-1,3.5,-1,-1,2,25,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,25,0,2.5,-1,50,-1,-1,-1,-1,-1,-1
183,1880,Private Car,2,5,0,1,1,1,0,0,1,-1,-1,-1,-1,-1,-1,15,15,5,1,1,-1,5,20,-1,3.5,-1,-1,2,25,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,25,1,9.5,-1,100
183,1881,Car-sharing,5,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,10,65,1,3,5,-1,1,75,-1,3.5,-1,-1,-1,-1,-1,-1,-1,-1,5,65,1,16,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,1882,Private Bike,4,1,1,1,1,1,0,0,1,-1,10,-1,-1,-1,-1,10,4,1,1,0,-1,5,6,-1,1,-1,-1,0,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,2.5,-1,100
183,1883,Public Transport,3,1,1,1,1,1,0,1,0,-1,14,-1,-1,-1,-1,10,4,5,1,5,-1,5,4,-1,2,-1,-1,0,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,0,0.4,-1,50,-1,-1,-1,-1,-1,-1
183,1884,Bike-sharing,8,0.5,1,1,0,1,0,1,0,-1,6,-1,-1,-1,-1,10,3,1,0.5,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0.1,-1,100,-1,-1,-1,-1,-1,-1
183,1885,Private Car,2,7,0,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,5,35,5,2.5,1,-1,-1,-1,-1,-1,-1,-1,0,30,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,30,0,1.5,-1,50,-1,-1,-1,-1,-1,-1
183,1886,Private Car,2,7,0,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,10,30,1,2,5,-1,-1,-1,-1,-1,-1,-1,0,20,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,20,0,1.5,-1,50,-1,-1,-1,-1,-1,-1
183,1887,Private Bike,4,3.5,1,1,0,1,0,1,0,-1,45,-1,-1,-1,-1,1,12,1,1.5,5,-1,-1,-1,-1,-1,-1,-1,0,15,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,15,0,0.5,-1,100,-1,-1,-1,-1,-1,-1
183,1888,Private Bike,4,0.5,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,1889,Bike-sharing,8,1,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,1890,None,9,0.5,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
184,1891,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,5,45,1,5,1,-1,1,65,-1,3.5,-1,-1,-1,-1,-1,-1,-1,-1,1,45,0,16,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
184,1892,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,5,45,10,3,1,-1,1,55,-1,3.5,-1,-1,-1,-1,-1,-1,-1,-1,1,45,0,16,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
184,1893,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,5,55,10,3,1,-1,1,65,-1,5.5,-1,-1,-1,-1,-1,-1,-1,-1,1,55,0,9.5,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
184,1894,Public Transport,3,5,0,1,1,1,0,1,0,-1,-1,-1,-1,-1,-1,10,20,10,0.5,0,-1,5,30,-1,3.5,-1,-1,2,25,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,25,0,2.5,-1,50,-1,-1,-1,-1,-1,-1
184,1895,Public Transport,3,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,15,65,1,5,5,-1,10,65,-1,3.5,-1,-1,-1,-1,-1,-1,-1,-1,10,55,10,9.5,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
184,1896,Private Car,2,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,20,45,5,3,1,-1,1,65,-1,5.5,-1,-1,-1,-1,-1,-1,-1,-1,5,45,10,16,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
184,1897,Walking,1,1,1,1,1,1,0,0,1,-1,10,-1,-1,-1,-1,5,3,5,2,5,-1,2,4,-1,0,-1,-1,0,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,6,0,2,-1,100
184,1898,Walking,1,1,1,1,1,1,0,1,0,-1,10,-1,-1,-1,-1,5,5,5,1,0,-1,2,4,-1,1,-1,-1,0,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,0.2,-1,50,-1,-1,-1,-1,-1,-1
184,1899,Walking,1,1,1,1,1,1,0,0,1,-1,12,-1,-1,-1,-1,10,3,5,1,1,-1,2,4,-1,1,-1,-1,0,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,0,2.5,-1,50
184,1900,Private Bike,4,3.5,1,1,0,1,0,1,0,-1,40,-1,-1,-1,-1,5,10,10,2,1,-1,-1,-1,-1,-1,-1,-1,0,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,12,0,1.5,-1,100,-1,-1,-1,-1,-1,-1
184,1901,Private Bike,4,3.5,1,1,0,1,0,1,0,-1,40,-1,-1,-1,-1,1,15,10,1,1,-1,-1,-1,-1,-1,-1,-1,0,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,12,0,1.5,-1,100,-1,-1,-1,-1,-1,-1
184,1902,Private Bike,4,3.5,1,1,0,1,0,1,0,-1,45,-1,-1,-1,-1,1,12,1,1.5,5,-1,-1,-1,-1,-1,-1,-1,0,15,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,15,0,0.5,-1,100,-1,-1,-1,-1,-1,-1
184,1903,Private Bike,4,1.5,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
184,1904,Walking,1,0.5,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
184,1905,Walking,1,0.5,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
185,1906,Private Car,2,15,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,5,65,1,5,5,-1,5,75,-1,5.5,-1,-1,-1,-1,-1,-1,-1,-1,5,55,0,24,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
